FN,EAR_L,EAR_R,EAR,p1,p2,p3,p4,p5,p6
88,0.3113605599805507,0.2759713924805408,0.29366597623054574,[0.43037596 0.56343728],[0.44841594 0.55844545],[0.46437269 0.56378418],[0.47348642 0.57316327],[0.46135625 0.57667702],[0.44535974 0.57239407]
89,0.3340804365484356,0.2689304467665817,0.30150544165750864,[0.43057173 0.56380254],[0.44873351 0.55809653],[0.46418536 0.5637157 ],[0.47276667 0.57347906],[0.46019414 0.57710111],[0.44481733 0.57253182]
90,0.3408431235954703,0.2718422853107121,0.3063427044530912,[0.4291504  0.56290358],[0.44805142 0.55686641],[0.46423095 0.56259042],[0.47332031 0.57300431],[0.46052819 0.57702667],[0.44437739 0.57242215]
91,0.3277279249855404,0.2591022963905282,0.2934151106880343,[0.42750195 0.56096965],[0.44679239 0.55532032],[0.46310246 0.56090736],[0.4723475  0.57112652],[0.45931113 0.57512802],[0.44292575 0.57024908]
92,0.3424072938589479,0.26723675001005104,0.3048220219344995,[0.4269608  0.56139922],[0.44622672 0.55481124],[0.462771   0.55985165],[0.47208339 0.56973004],[0.45897856 0.57468981],[0.44245982 0.5704723 ]
93,0.34895193117749457,0.26023278673367994,0.30459235895558723,[0.42430377 0.56085175],[0.44434619 0.55414456],[0.46087444 0.56002355],[0.47005439 0.57047987],[0.45633721 0.57525665],[0.43967313 0.57021332]
94,0.3182683021772465,0.24913374731881263,0.28370102474802955,[0.4222568 0.5632875],[0.44200689 0.55706406],[0.45862818 0.56218189],[0.46840486 0.57211906],[0.45466268 0.57629389],[0.43785942 0.57173866]
95,0.3519703702565973,0.2621315409484083,0.3070509556025028,[0.41909453 0.56631565],[0.43919986 0.55855662],[0.45638067 0.56349003],[0.46634758 0.57327759],[0.45225528 0.57927406],[0.43500388 0.5753485 ]
96,0.3387950081668622,0.25430702341895484,0.29655101579290855,[0.41692042 0.5700655 ],[0.43649703 0.56253487],[0.45347935 0.56684196],[0.46393523 0.57611239],[0.44988531 0.58198655],[0.43271831 0.57865179]
97,0.09348567712598316,0.18943698125916716,0.14146132919257515,[0.41310075 0.57289928],[0.43060362 0.57407081],[0.44843218 0.57806259],[0.46231952 0.58080935],[0.44663787 0.58206475],[0.42836633 0.5784691 ]
98,0.11302230937610255,0.11929673953700087,0.11615952445655171,[0.41167665 0.57938826],[0.42969775 0.58175772],[0.44759142 0.58663946],[0.46207881 0.58963698],[0.44562864 0.59176105],[0.42682934 0.58718818]
99,0.10730542697923888,0.08675287202771098,0.09702914950347494,[0.41155997 0.5800311 ],[0.42911291 0.58214444],[0.4465175  0.58725613],[0.46067461 0.59023732],[0.44441748 0.59172493],[0.42617321 0.5871768 ]
100,0.14628371027977158,0.12523889976130156,0.13576130502053657,[0.41246992 0.58132184],[0.42994332 0.58207762],[0.4470433  0.58689576],[0.46065754 0.58980143],[0.44440091 0.59312707],[0.42650953 0.58879745]
101,0.20584554173387076,0.1515833332726551,0.17871443750326294,[0.41449586 0.58049351],[0.43259114 0.57704443],[0.44915083 0.58087659],[0.46128741 0.58675683],[0.44704235 0.58972287],[0.42983127 0.58701074]
102,0.3197967422756447,0.19814329457101956,0.2589700184233321,[0.41633865 0.58000547],[0.43534642 0.57277745],[0.4522641  0.57610923],[0.46306556 0.58364087],[0.44882792 0.5904482 ],[0.4316439  0.58755219]
103,0.3047594462797329,0.2780155467071656,0.29138749649344925,[0.41678411 0.57724231],[0.43555355 0.5690254 ],[0.45244652 0.57221234],[0.46297929 0.58049393],[0.44869781 0.58571869],[0.4320409  0.58279395]
104,0.33319863376022774,0.2698109294327808,0.3015047815965043,[0.41767672 0.57799006],[0.43723315 0.56887549],[0.45436096 0.57233554],[0.46458483 0.58129346],[0.45046639 0.5872758 ],[0.43340513 0.58430505]
105,0.28971732317281423,0.2568580964205622,0.2732877097966882,[0.41761446 0.57645178],[0.43663478 0.56859922],[0.45440885 0.57177567],[0.46559811 0.58011878],[0.45154017 0.58512294],[0.43398908 0.58258355]
106,0.33010478673869825,0.26898325913362664,0.29954402293616245,[0.41679054 0.57749957],[0.43666917 0.56846189],[0.45462632 0.57212567],[0.46522623 0.58150423],[0.45114323 0.58738261],[0.43338811 0.58456844]
107,0.34721854137645164,0.2729895626591418,0.3101040520177967,[0.41855848 0.57788754],[0.43781549 0.56877267],[0.45486885 0.57251555],[0.46500421 0.5816586 ],[0.45147154 0.58786398],[0.43440682 0.58505964]
108,0.32975753490219295,0.2934661159854995,0.31161182544384625,[0.41766858 0.5804612 ],[0.43659231 0.57177705],[0.45347843 0.57503831],[0.46399596 0.58365971],[0.45038942 0.58955622],[0.43342274 0.58723897]
109,0.31346039943463044,0.24835174846628433,0.2809060739504574,[0.41831136 0.58153856],[0.437594   0.57360965],[0.45517898 0.57718211],[0.46581993 0.58557278],[0.45197418 0.59132504],[0.43447587 0.58868027]
110,0.3107755694674796,0.26461423633969505,0.28769490290358735,[0.41759023 0.58344167],[0.43643779 0.57532495],[0.45402837 0.57838672],[0.46476042 0.58626699],[0.45089418 0.5924536 ],[0.43351334 0.58999574]
111,0.3150395664087076,0.22354419860315639,0.269291882505932,[0.41556466 0.58367866],[0.43518662 0.57498813],[0.45312983 0.57816648],[0.46387622 0.58626485],[0.44962895 0.59262437],[0.43180293 0.59022492]
112,0.30320264140899905,0.214742219357835,0.258972430383417,[0.41325578 0.58443224],[0.43324983 0.57551402],[0.4517338  0.57837874],[0.46261442 0.58644575],[0.4479695 0.592673 ],[0.4298178  0.59029543]
113,0.3084619894971178,0.22155035870661585,0.26500617410186683,[0.41207069 0.58460039],[0.43228164 0.57551128],[0.45123479 0.57859385],[0.46233088 0.58728772],[0.44740784 0.59349084],[0.42884398 0.59079987]
114,0.31492485616418836,0.24569600990788262,0.2803104330360355,[0.41257519 0.5848738 ],[0.43196315 0.57542872],[0.44967443 0.57808506],[0.46029061 0.58647579],[0.44628268 0.59257615],[0.42883271 0.59029037]
115,0.3315278465189858,0.26420398460581235,0.29786591556239905,[0.41340995 0.58657742],[0.43271601 0.57660764],[0.45040041 0.57923889],[0.46095192 0.58803284],[0.446998   0.59448123],[0.42949986 0.59219968]
116,0.32776232513642045,0.2596538979058953,0.2937081115211579,[0.41365847 0.58597475],[0.4332529  0.57637036],[0.45080698 0.57966208],[0.46101981 0.58839947],[0.4472506  0.59454399],[0.42990839 0.59179825]
117,0.3521613498217023,0.2662796541897036,0.30922050200570295,[0.41301119 0.5878666 ],[0.43249616 0.57691795],[0.45014435 0.58000672],[0.46018279 0.58969146],[0.44646764 0.59593153],[0.42917591 0.59349382]
118,0.3212266618972787,0.2740908180744035,0.29765873998584114,[0.41162872 0.58756769],[0.43156528 0.57751364],[0.44962639 0.58008385],[0.46033826 0.58884495],[0.44626433 0.59528005],[0.42847782 0.59294856]
119,0.30343494253084413,0.24547802470902944,0.2744564836199368,[0.4121328 0.5862028],[0.43127811 0.57691205],[0.44865853 0.57945168],[0.45921272 0.58760279],[0.445701   0.59321177],[0.42837861 0.59112906]
120,0.3397154430837112,0.27168129399968177,0.3056983685416965,[0.41218838 0.58960521],[0.43204147 0.57873327],[0.45006788 0.58114713],[0.46083176 0.59008652],[0.44693813 0.59706688],[0.42910245 0.59530157]
121,0.3197066291468341,0.27800591691075405,0.2988562730287941,[0.41367    0.58790541],[0.43322465 0.5779084 ],[0.45126677 0.57998765],[0.46225974 0.58816046],[0.44848037 0.5951044 ],[0.43066859 0.59339684]
122,0.3295824273331628,0.2613100832979223,0.2954462553155426,[0.41258109 0.58814812],[0.43248102 0.57784289],[0.45043072 0.5805397 ],[0.46108815 0.58926046],[0.44693279 0.59595376],[0.42916137 0.5936752 ]
123,0.33850608171083657,0.28843060077663957,0.31346834124373807,[0.41304183 0.58955342],[0.43311936 0.57938451],[0.45113993 0.58215022],[0.46178454 0.59078604],[0.44791168 0.59803379],[0.42990857 0.59587651]
124,0.3744222521956838,0.2617875089026588,0.3181048805491713,[0.41352162 0.58908147],[0.43345845 0.57793301],[0.45135319 0.58071625],[0.46200931 0.5897063 ],[0.4477092  0.59828627],[0.42983127 0.59594017]
125,0.3462545520934613,0.2636262753411842,0.3049404137173227,[0.41346082 0.58889371],[0.434019  0.5781489],[0.45258537 0.58106101],[0.46309406 0.59015274],[0.44879878 0.5975216 ],[0.43051216 0.59528577]
126,0.33989787269662913,0.27683177832704375,0.3083648255118364,[0.41371226 0.59051496],[0.43388817 0.57996362],[0.45239651 0.58253372],[0.46304423 0.59140277],[0.44893521 0.59871024],[0.43076056 0.59667182]
